Job Title,professional level,Governorate,skills
Software engineer,mid,Cairo,"agile, architecture, art, autocrat, civil, communication, computer science, creative, design, electrical, engineering, engineering - construction, engineering - mechanical, engineering - telecom, entry level, experienced, information technology (it), installation, it, javascript, maintenance, mechanical engineering, repair, software, software development, software engineering, technology"
Software engineer,mid,Dakahlia,".net, agile, architecture, asp.net, autocrat, business development, communication, computer engineering, computer science, construction, engineering, engineering - telecom, experienced, html, information technology (it), it, quality, software, software development, software engineering, technology"
Software engineer,mid,Damascus,"analyst, andros, angular, apex, apex programming, apt, autocrat, autocrat d, autocrat design, autocrat software, automatic, axis, back-end, backed, business development, can, communication, computer, computer engineering, research"
Software engineer,mid,Damietta,"computer science, custom web part, engineering - telecom, experienced, html, information technology, information technology (it), iss, it, microsoft 365, power i, sharepoint, sharepoint online, software development, technology, web part"
Software engineer,mid,Dubai,".net, adore photoshop, agile, application support, architectural design, architectural engineering, architecture, asp.net, autocrat, autodesk wa max, azure, back-end, civil, civil engineering, cloud, communication, computer, ism, miss, wa"
Software engineer,mid,Giza,".net, agile, architecture, art, autocrat, civil, communication, computer science, creative, design, electrical, engineering, engineering - construction, engineering - mechanical, engineering - telecom, entry level, experienced, information technology (it), installation, it, maintenance, management, repair, software, software development, software engineering, technology"
Software engineer,mid,Monufya,"account manager, aerospace, agile, airline, analysis, analyst, architecture, architecture designer, autocrat, aviation, aviation engineering, boy, build design and construction, business, business analysis, civil, civil engineering, communication, research, terrified software tested, terrified software tested (caste)"
Software engineer,mid,Red Sea,".net, adore photoshop, analysis, architecture, asp.net, autocrat, autocrat d, autodesk relit, building code, business, business development, c#, change management, chemistry, civil, civil d, civil engineering, communication, d, d max"
Software engineer,mid,Riyadh,".net, angular, architecture, asp.net, axis, case, computer science, engineering, engineering - telecom, experienced, git, html, information technology (it), iss, it, javascript, query, software development, software engineering, technology, version control"
Software engineer,mid,Sharqia,"apt, autocrat, civil engineering, communication, computer science, construction, control system, design, engineering, engineering - other, engineering - telecom, experienced, full stick, html, information technology (it), iss, it, software, software development, technology, version control"
Software engineer,senior,Cairo,"analyst, architecture, arm, art, autocrat, business development, civil, computer science, creative, design, electrical, engineering, engineering - construction, engineering - mechanical, engineering - telecom, english, entry level, experienced, information technology (it), it, javascript, management, manager, research, senior management, software development, technology"
Software engineer,senior,Red Sea,"analytical skill, architecture, civil, civil engineering, cod, director, engineering, engineering - construction, leadership, management, people management, pp, project, project management, senior management"
Solutions Architect,junior,Cairo,"agile, axis, cava, computer engineering, computer science, development, engineering, engineering - telecom, experienced, information technology (it), iss, it, javascript, manager, react, software, software development, software engineering, tailing, technology, typescript"
Solutions Architect,junior,Dubai,"azure drop server, cloud development, computer science, engineering, experienced, information technology (it), it, microsoft azure, sal azure, software development, telecommunication"
Solutions Architect,junior,Giza,"agile, angular, backed, backed developer, computer science, design, developer, engineering, engineering - telecom, experienced, full stick, information technology (it), iss, it, line, program management, project, senior, software development, software engineering, system administration, technology"
Solutions Architect,junior,Riyadh,"axis, azure, development, engineering, engineering - telecom, experienced, information technology (it), it, restful, software development, software engineering, system integration, technology"
Solutions Architect,mid,Cairo,"azure, business development, cloud, cloud solution, cloud technology, communication, computer, computer science, consulting, engineering - telecom, experienced, information technology, information technology (it), it, javascript, react, sal, software, software development, software engineering, technology"
Solutions Architect,mid,Dubai,"arm, azure drop server, cloud development, compliance requirement, computer science, disaster recovery, engineering, experienced, information technology (it), infrastructure a code, it, microsoft azure, sal azure, software development, telecommunication"
Solutions Architect,mid,Giza,"aware certify professional, aware virtualization, azure, computer science, engineering - telecom, experienced, hyper-v, line, line professional institute mortification, line system, line system administration, microsoft, microsoft certify azure solution architect, red hat certify engineer, server administration, system administration, technology, up, virtual machine, virtualization"
Solutions Architect,mid,Riyadh,"analytical skill, axis, azure, computer science, development, engineering, engineering - telecom, enterprise integration, experienced, information technology, information technology (it), it, programming, restful, soap, software, software development, software engineering, system integration, technology"
Statistical Analyst,fresh,Al Ain,"all, analytical skill, banking, business, business development, computer science, customer service, data analyst, database design, entry level, etc, information management, information technology (it), statistic, statistical package, support"
Statistical Analyst,fresh,Cairo,"all, analysis, analyst, analytical skill, computer science, data, data analysis, data analyst, database design, economics, entry level, etc, information management, information technology (it), it, power i, research, sal, software development, statistic, statistical package"
Statistical Analyst,fresh,Qalubia,"accounting, analysis, analyst, analytical, analytical skill, business, computer science, data, data analysis, data analyst, database design, economics, entry level, etc, finance, information management, information technology (it), research, sal, statistic, statistical package"
Statistical Analyst,manager,Cairo,"analysis, analyst, analytical, analytical skill, business, business analysis, computer engineering, computer science, data, data analysis, data visualization, engineering, engineering - telecom, engineering statistic, information technology (it), it, manager, mathematics, microsoft expel, power i, research, software development, technology"
Statistical Analyst,manager,Giza,"all, angular, cava, computer science, full stick, html, information technology (it), iss, it, javascript, javascript framework, manager, mongodb, organizational skill, patron, query, react, software development, web server"
Statistical Analyst,mid,Cairo,"all, analysis, analyst, analytical, analytical skill, computer science, data, data analysis, data analyst, database design, engineering - telecom, etc, experienced, information management, information technology (it), it, power i, research, sal, software development, statistic, statistical package, technology"
Statistical Analyst,mid,Giza,".net, asp.net, computer science, control system, data structure, engineering - telecom, english, english language, experienced, information technology, information technology (it), it, javascript, oracle, organizational skill, sal, software development, solid principle, technology, top, version control"
Statistical Analyst,mid,Makkah,"analysis, analyst, analytical, analytical skill, business, business analysis, business development, computer science, data, data analysis, data analyst, database design, economics, etc, experienced, financial data analysis, information management, information technology (it), market analysis, research"
Swift Developer,mid,Cairo,"architectural pattern, business development, computer science, development, engineering, engineering - telecom, experienced, human interface guideline, information technology (it), is, is development, it, management process, mobile development, objective-c, pp store, release management, software, software development, swift, technology"
Swift Developer,mid,Damietta,"application development, computer science, control system, engineering - telecom, experienced, flutter, mobile, mobile application, mobile application development, mobile development, programming environment, technology, version control"
Swift Developer,mid,Giza,"agile, agile methodology, andros, andros development, dart, experienced, flutter, goose play, information technology (it), is, is development, it, jet, mobile pp, mobile security, pp store, serum, software development, swift, test automatic"
Swift Developer,senior,Cairo,"aim, communication skill, flutter, framework, it, mobile, mobile development, senior management, software development, wa amply, web, web development"
Systems Administrator,fresh,Cairo,"active directory, administration, claim, clinic, communication, communication skill, computer engineering, computer science, doctor, entry level, exchange, healthcare, hospital, information technology (it), insurance, m office, medical, medical claim, medicine"
Systems Administrator,fresh,Giza,"administration, business administration, client relationship, client support, communication, communication skill, customer support, entry level, environment management, medical, nurse, pharmacy, support service, universal communication, willingness to learn"
Systems Administrator,fresh,Qalubia,"administration, contract law, contract management, document preparation, entry level, investigation, legal, legal affair, legal compliance, legal document, legal drafting, microsoft office"
Systems Administrator,junior,Alexandria,"administrator, business, business administration, computer engineering, engineer, engineering, engineering - other, experienced, information technology (it), it, it engineer, management, manager, operation, procurement, purchasing, software development, supply, supply chain, system administrator"
Systems Administrator,junior,Cairo,"administration, business administration, communication, computer science, engineering, entry level, experienced, information technology (it), installation, iss, it, leadership, maintenance, management, manager, operation, repair, retail, sale, senior management, software development, system administration"
Systems Administrator,junior,Giza,"administration, business administration, communication, computer science, engineering, engineering - telecom, english, experienced, information technology (it), installation, it, logistics, maintenance, management, manager, operation, repair, retail, saber security, sale, software development, software engineering, supply chain, system administration, technology"
Systems Administrator,junior,Ismailia,"electrical, engineering - mechanical, installation, maintenance, manager, mechanical engineering, repair"
Systems Administrator,junior,Monufya,"am, computer science, experienced, information technology (it), it, logistics, maintenance, management, operation, pm, sap, sap pp, software development, supply chain"
Systems Administrator,junior,Qalubia,"administration, contract management, entry level, investigation, legal, legal affair, legal compliance, legal document, legal drafting"
Systems Administrator,junior,Red Sea,"architecture, civil, civil engineering, cod, director, engineering, engineering - construction, leadership, management, pp, project, project management, senior management"
Systems Administrator,junior,Sharqia,"administration, communication, experienced, he, he adviser, he factory, he general, he specialist, human resource, human resource (he), management, patrol, personnel"
Systems Administrator,junior,South Sinai,"administration, civil, food service, hospitality, hotel, legal, manager, military, resort, risk management, security"
Systems Administrator,junior,Suez,"administration, manager, security"
Systems Administrator,manager,Alexandria,"business, business administration, inventor management, management, manager, operation, procurement, purchasing, supply, supply chain, supply chain management"
Systems Administrator,manager,Cairo,"administration, arm, business administration, career development, electrical system, engineering, human resource, installation, ma, maintenance, management, manager, mechanical engineering, operation, procurement, real estate, rep, repair, retail, sale, supply chain, supply chain management"
Systems Administrator,manager,Giza,"administration, business administration, civil engineering, com, communication, electrical, electrical system, engineering, engineering - mechanical, facility, facility management, installation, maintenance, management, manager, mechanical engineering, operation, planning, repair, training"
Systems Administrator,manager,Ismailia,"electrical, electrical system, engineering - mechanical, installation, maintenance, manager, mechanical engineering, repair"
Systems Administrator,manager,South Sinai,"administration, civil, firefighting, first aid, food service, hospitality, hotel, legal, manager, military, resort, risk management, security"
Systems Administrator,manager,Suez,"administration, manager, security"
Systems Administrator,mid,Alexandria,"a, agile, computer science, engineering, engineering - telecom, experienced, information technology (it), it, mobile pp, quality, quality assurance, quality control, security, security testing, serum, software, software development, software quality, technology, terrified software tested, terrified software tested (caste)"
Systems Administrator,mid,Cairo,"administration, admit, business administration, communication, computer science, engineering, engineering - telecom, english, experienced, food service, hospitality, hotel, information technology, information technology (it), it, microsoft office, must, office management, retail, sale, software development, system administration, technology"
Systems Administrator,mid,Giza,"administration, business, business administration, computer science, customer service, engineering, engineering - telecom, english, english language, experienced, information technology (it), it, javascript, line, network, security, software development, software engineering, system administration, technology, up"
Systems Administrator,mid,Sharqia,"administration, applicant cracking system, business administration, communication, experienced, he, he adviser, he factory, he general, he specialist, his, human resource, human resource (he), human resource information system, information system, labor legislation, management, microsoft office, patrol, personnel"
Systems Administrator,senior,Cairo,"administration, analysis, business, business administration, c-level executive, curriculum development, did, director, education, educational leadership, educational technology, go, human resource, leadership, learn management system, management, management system, operation, program development, resource management, senior management, teaching"
Systems Administrator,senior,Giza,"administration, administrative affair, analysis, business, business administration, he, human resource, human resource (he), human resource management, leadership, management, operation, recruitment, resource management, retail, sale, senior management, strategic thinking"
Systems Administrator,senior,Red Sea,"analytical skill, architecture, civil, civil engineering, cod, director, engineering, engineering - construction, leadership, management, people management, pp, project, project management, senior management"
Systems Engineer,fresh,Cairo,"algorithm, artificial intelligence (ai), computer science, engineering, engineering - telecom, english, entry level, information technology (it), installation, iss, it, javascript, maintenance, mechanical engineering, patron, programming, repair, software, software development, software engineering, technology, web service"
Systems Engineer,fresh,Dubai,"back-end, computer science, engineer, entry level, it, software, software development, software engineer, software engineering"
Systems Engineer,fresh,Giza,"computer engineering, computer science, electrical, engineering, engineering - mechanical, engineering - telecom, engineering section, english language, entry level, information technology (it), installation, maintenance, management, manufacturing industry, mechanical engineering, microsoft office, operation, pump, rep, repair, technology, test engineer"
Systems Engineer,fresh,Qalubia,"apt, axis, back-end, computer science, development, english, entry level, information technology (it), it, patron, relation database, restful, software development, software engineering, web service"
Systems Engineer,junior,Alexandria,"agile, angular, architecture, civil, computer science, electrical, engineering, engineering - construction, engineering - mechanical, engineering - telecom, experienced, information technology (it), installation, it, maintenance, manufacturing, mechanical, production, quality, repair, software, software development, software engineering, technology, testing"
Systems Engineer,junior,Cairo,"agile, computer science, electrical, engineering, engineering - mechanical, engineering - telecom, entry level, experienced, information technology (it), installation, iss, it, javascript, maintenance, management, manager, mechanical engineering, quality, repair, software, software development, software engineering, technology"
Systems Engineer,junior,Dakahlia,".net, ai, artificial intelligence, asp.net, c#, computer engineering, computer science, engineering, engineering - telecom, experienced, information system, information technology (it), it, javascript, project management, quality, query, software, software development, technology"
Systems Engineer,junior,Damascus,"axis, computer science, engineering - telecom, experienced, git, iss, it, javascript, javascript framework, react, software development, technology"
Systems Engineer,junior,Damietta,"computer science, engineering - telecom, experienced, flutter, mobile, mobile application, mobile development, technology"
Systems Engineer,junior,Giza,".net, communication, computer science, design, electrical, electrical engineering, engineering, engineering - mechanical, engineering - telecom, experienced, information technology (it), installation, it, javascript, maintenance, management, manager, mechanical engineering, operation, repair, software development, software engineering, technology"
Systems Engineer,junior,Ismailia,"electrical, engineering - mechanical, installation, maintenance, manager, mechanical engineering, repair"
Systems Engineer,junior,Jeddah,"can, computer science, education, engineering, engineering - telecom, experienced, information technology (it), network, security, teaching, technology, training"
Systems Engineer,junior,Monufya,"architecture, civil, communication, computer skill, electrical, engineering, engineering - construction, engineering - mechanical, experienced, facility, installation, leadership, maintenance, maintenance engineering, management, manager, manufacturing, manufacturing industry, mechanical, mechanical engineering, planning maintenance, production, repair"
Systems Engineer,junior,Qalubia,"apparel, apt, axis, back-end, clothing, computer science, development, electrical, engineering - mechanical, entry level, garment, information technology (it), installation, it, machine, maintenance, manager, patron, repair, restful, software development"
Systems Engineer,junior,Red Sea,"architecture, civil, civil engineering, cod, director, electrical, energy, engineering, engineering - construction, engineering - mechanical, engineering - oil, engineering - other, experienced, gas, leadership, management, mechanical engineering, pp, project, project management, senior management, training"
Systems Engineer,junior,Riyadh,"axis, backed, communication, computer science, control engineer, electrical, engineer, engineering, engineering - mechanical, engineering - telecom, english, experienced, github, information technology (it), it, myself, node.is, pp, software development, software engineering, technology, travel"
Systems Engineer,junior,Sharqia,"case, computer science, electrical, electrical engineering, electrical maintenance, engineering, engineering - mechanical, experienced, full stick, him, information technology (it), installation, it, logistics, maintenance, manager, manufacturing, mechanical, mechanical engineering, production, repair, software development"
Systems Engineer,junior,Suez,"electrical, electrical engineering, engineering, engineering - mechanical, experienced, installation, maintenance, maintenance engineering, manager, manufacturing, mechanical, mechanical engineering, production, repair"
Systems Engineer,manager,Alexandria,"architecture, civil, engineering - construction, frozen, installation, maintenance, manager, refrigeration, repair"
Systems Engineer,manager,Cairo,"computer science, electrical, electrical system, engineering, engineering - mechanical, engineering - telecom, facility management, information technology (it), installation, it, javascript, maintenance, maintenance management, management, manager, manufacturing, mechanical, mechanical engineering, operation, repair, software development, technology"
Systems Engineer,manager,Giza,"business administration, communication skill, electrical, electrical engineering, electrical system, engineering, engineering - mechanical, engineering - other, face, facility, facility management, installation, maintenance, management, manager, mechanical engineering, microsoft office, operation, repair"
Systems Engineer,manager,Ismailia,"electrical, electrical system, engineering - mechanical, installation, maintenance, manager, mechanical engineering, repair"
Systems Engineer,manager,Monufya,"architecture, civil, communication, electrical, electrical system, engineering, engineering - construction, engineering - mechanical, facility, installation, leadership, machine, maintenance, maintenance engineering, management, manager, manufacturing, manufacturing industry, mechanical engineering, planning, planning maintenance, production, repair, team management"
Systems Engineer,manager,Qalubia,"apparel, clothing, electrical, electrical system, engineering, engineering - mechanical, facility, garment, installation, machine, maintenance, manager, mechanical, mechanical engineering, repair"
Systems Engineer,manager,Sharqia,"diagnostic tool, electrical engineering, equipment maintenance, maintenance, manager, manufacturing, manufacturing process, mechanical, mechanical engineering, production"
Systems Engineer,manager,Suez,"diagnostic skill, electrical, engineering, engineering - mechanical, installation, maintenance, maintenance engineering, manager, manufacturing, mechanical, mechanical engineering, mechanical system, production, repair, safety standard, team management"
Systems Engineer,mid,Alexandria,"architecture, civil, computer science, electrical, engineer, engineering, engineering - construction, engineering - mechanical, engineering - telecom, experienced, heavy equipment, information technology (it), installation, it, maintenance, manufacturing, mechanical, mechanical engineering, microsoft office, production, repair, software development, technology, testing, troubleshooting"
Systems Engineer,mid,Cairo,"computer science, control system, electrical, engineering, engineering - mechanical, engineering - telecom, experienced, git, html, information technology (it), installation, iss, it, javascript, maintenance, patron, repair, sal, software, software development, software engineering, technology, version control, web development"
Systems Engineer,mid,Dakahlia,".net, apt, asp, asp.net, asp.net mac, c#, computer engineering, computer science, engineering - telecom, english, english language, experienced, html, information technology (it), interactive communication, it, javascript, query, software development, software engineering, technology"
Systems Engineer,mid,Gharbia,"civil engineering, communication, communication skill, electrical, engineering, experienced, industrial, information technology (it), installation, logistics, maintenance, management, mechanical engineering, organizational skill, preventive maintenance, repair, transportation"
Systems Engineer,mid,Giza,".net, analytical skill, angular, asp.net, computer science, engineering, engineering - telecom, experienced, html, information technology (it), iss, it, javascript, mac, sal, software, software development, software engineering, technology, top, version control"
Systems Engineer,mid,Jeddah,"can, cloud, cloud computing, computer network, computer science, education, engineering, engineering - telecom, experienced, information technology (it), network, penetration testing, security, teaching, technology, testing, training"
Systems Engineer,mid,Monufya,"communication, computer skill, electrical, engineering, engineering - mechanical, equipment maintenance, experienced, maintenance, mechanical, mechanical engineering, time management"
Systems Engineer,mid,Red Sea,"electrical, energy, engineering, engineering - mechanical, engineering - oil, engineering - other, experienced, gas, mechanical engineering, training"
Systems Engineer,mid,Riyadh,"analytical skill, axis, azure, communication, computer science, control engineer, electrical, engineer, engineering, engineering - mechanical, english, experienced, instrumentation, instrumentation engineer, microsoft office, negotiation, presentation skill, retail, sale, sale target"
Systems Engineer,mid,Sharqia,"apt, computer science, control system, electrical, electrical engineering, electrical machine, electrical maintenance, electrical system, engineering, engineering - mechanical, experienced, full stick, html, information technology (it), installation, iss, it, maintenance, manufacturing process, repair, software development, version control"
Systems Engineer,mid,Suez,"electrical, electrical engineering, engineering, engineering - mechanical, experienced, installation, maintenance, manufacturing, mechanical engineering, repair"
Systems Engineer,senior,Cairo,"backed, database design, electrical, engineering, engineering - mechanical, engineering - telecom, information technology (it), installation, it, maintenance, maintenance engineering, mechanical engineering, pp, program management, programming, project, repair, senior management, software development, software engineering, technology, top, version control, web application"
Systems Engineer,senior,Red Sea,"analytical skill, architecture, civil, civil engineering, cod, director, engineering, engineering - construction, leadership, management, people management, pp, project, project management, senior management"
Tableau Developer,mid,Cairo,"ai, analysis, analyst, communication skill, computer science, customer service, data, data lake, experienced, information technology (it), it, ma, microsoft azure, patron, power i, reporting tool, research, sal, software development, statistic, tableau, verbal communication skill"
Tableau Developer,mid,Giza,"adore, adore illustration, art, computer science, creative, design, engineering - telecom, experienced, i, illustration, incision, information technology (it), it, software, software development, technology, up, wireframe"
UI Designer,fresh,Cairo,"adore creative suite, agile, aim, axis, computer science, design, engineering - telecom, entry level, firebase, flutter, i, information technology (it), it, mobile, mobile security, restful, restful axis, software development, technology, up"
UI Designer,manager,Cairo,"angular, automatic testing, computer science, engineering - telecom, i, information technology (it), international software testing qualification board, it, manager, mobile development, mobile pp, pp, quality, software development, software testing, technology, test case, test-driven development, testing"
UI Designer,manager,Sharjah,"agile, ai, aim, axis, design, express, full stick developer, influence marketing, it, manager, node.is, payment gateway, query optimization, react, software development, version control"
UI Designer,mid,Alexandria,".net, adore d, angular, art, computer science, creative, crystal report, design, design tool, experienced, html, i, iss, it, javascript, responsive web design, so, software development, up, user experience, web design"
UI Designer,mid,Cairo,"apt, art, computer science, creative, design, design tool, engineering - telecom, experienced, fig, git, html, i, i design, information technology (it), iss, it, javascript, software development, technology, up, version control"
UI Designer,mid,Dakahlia,"adore illustration, adore photoshop, agile, angular, art, bootstrap, computer science, creative, design, design thinking, engineering - telecom, experienced, html, i, information technology (it), iss, it, javascript, pas, query, software development, technology"
UI Designer,mid,Giza,"agile, agile methodology, andros, computer science, design, engineering - telecom, experienced, flutter, goose play, i, information technology (it), is, it, mobile pp, mobile security, pp store, serum, software, software development, swift, technology"
UI Designer,mid,Riyadh,"angular, computer science, continuous delivery, continuous integration, control system, dependency injection, designer, developer, django framework, experienced, git, html, information technology (it), integration testing, iss, it, javascript, patron, software development, testing"
UX Designer,fresh,Cairo,"agile, aim, analytical thinking, axis, computer science, design, engineering - telecom, entry level, firebase, flutter, i, information technology (it), it, mobile, mobile security, restful, restful axis, software development, technology, up"
UX Designer,mid,Alexandria,"adore d, application development, art, business acute, creative, design, design tool, experienced, html, i, iss, it, javascript, pp, pp developer, responsive web design, so, software development, up, user experience, web design"
UX Designer,mid,Cairo,"adore d, art, computer science, creative, design, engineering - telecom, experienced, git, html, i, information technology (it), iss, it, javascript, software, software development, software engineering, technology, up, version control"
UX Designer,mid,Dakahlia,"adore illustration, adore photoshop, agile, angular, art, bootstrap, computer science, creative, design, design thinking, engineering - telecom, experienced, html, i, information technology (it), iss, it, javascript, pas, query, software development, technology"
UX Designer,mid,Dubai,"automatic testing, bootstrap, computer science, django, engineering - telecom, experienced, information technology (it), it, javascript, patron, react, red, software development, tailing, technology"
UX Designer,mid,Giza,"agile, agile methodology, angular, art, case, collaboration tool, computer science, creative, design, engineering - telecom, experienced, git, html, i, information technology, information technology (it), ironic, it, javascript, mobile pp, software development, technology, version control"
UX Designer,mid,Riyadh,"agile, angular, case, computer science, development, engineering, engineering - telecom, experienced, fronted, git, html, information technology (it), iss, it, javascript, query, so, software development, technology, typescript, version control"
UX Writer,junior,Cairo,"azure, banking, cloud, computer science, doctor, drop, engineering - telecom, experienced, gap, git, html, information technology (it), is, it, javascript, kubernetes, objective-c, react, software development, technology, wa"
UX Writer,junior,Dubai,"automatic testing, bootstrap, computer science, engineering - telecom, experienced, it, javascript, react, red, software development, tailing, technology"
UX Writer,junior,Riyadh,"angular, case, computer science, development, engineering, experienced, front-end, full stick, git, html, information technology (it), iss, it, javascript, node.is, programming, software development"
User Researcher,fresh,Alexandria,"a, adore creative suite, analytical skill, arm, b testing, business communication, campaign performance, conversion rate optimization, digital marketing, entry level, facebook a, facebook ad, firebase, goose a, goose ad, goose analysis, goose sense, graphic design, pp store, pp store optimization"
User Researcher,fresh,Cairo,"computer science, engineering, engineering - other, entry level, html, iss, it, mac net, oracle, other, programming, rep, soap, software, software design, software development, software engineering, system analysis, version control, web service"
User Researcher,junior,Alexandria,"a, advertising, b testing, campaign performance, communication, customer service, digital marketing, entry level, goose a, goose analysis, goose sense, leadership, management, manager, marketing, operation, or, paid user acquisition, pp store optimization, retail, sale, sale skill, sale target"
User Researcher,junior,Cairo,"analysis, analyst, business, business development, communication skill, computer science, data, data analysis, engineering, engineering - telecom, english, entry level, experienced, i, information technology (it), installation, it, maintenance, repair, research, software, software development, software engineering, technology, up"
User Researcher,junior,Giza,"agile, analysis, analyst, andros, ax, business, communication, computer science, data, data analysis, data analyst, engineering - telecom, english, experienced, information technology (it), it, logistics, rep, research, software, software development, supply chain, technology"
User Researcher,manager,Alexandria,"administration, business, business administration, communication, customer service, leadership, m office, management, manager, operation, retail, sale, sale skill, sale target"
User Researcher,mid,Cairo,"andros, andros application development, andros development, andros o, andros sd, bob, bob sale, business administration, customer service, english, experienced, face, microsoft office, retail, sale, sale process, sale skill, sale supervisor, sale target"
User Researcher,mid,Giza,"agile, agile methodology, analysis, analyst, andros, business development, communication, dart programming, data, data analysis, data analyst, engineering - telecom, english, experienced, flutter, goose play, goose sheet, it, pp store, research, software development, technology"
Visual Designer,fresh,Cairo,"adore illustration, adore photoshop, applied art, art, communication, computer skill, creative, design, entry level, fine art, graphic design, visual"
Visual Designer,junior,Cairo,".net, adore illustration, adore photoshop, advertising, angular, art, art director, computer science, creative, design, director, experienced, graphic design, information technology (it), iss, it, javascript, journalism, marketing, medium, or, publishing, software, software development"
Visual Designer,junior,Giza,".net development, .net framework, angular, engineering - telecom, experienced, it, microsoft .net, microsoft .net framework, software, software development, software engineering, technology"
Visual Designer,mid,Alexandria,"adore d, art, creative, design, design tool, experienced, html, i, iss, it, javascript, responsive web design, so, software development, up, user experience, web design"
Visual Designer,mid,Cairo,"adore, advertising, agile, art, computer science, creative, design, engineering - telecom, experienced, git, graphic, graphic design, html, information technology (it), iss, it, javascript, marketing, or, react, software development, technology"
Visual Designer,mid,Giza,".net, .net development, .net framework, agile, agile methodology, angular, asp net, azure, cloud technology, computer science, design, design pattern, engineering - telecom, experienced, it, microsoft .net, microsoft .net framework, software, software development, technology, wa"
Visual Designer,mid,Riyadh,"agile, angular, case, computer science, development, engineering, experienced, fronted, git, html, i, information technology (it), iss, it, javascript, software development, typescript, version control"
Web Designer,fresh,Cairo,"aim, case, computer engineering, computer science, design, engineering - telecom, entry level, git, html, information technology (it), iss, it, javascript, software, software design, software development, software engineering, technology, web development"
Web Designer,fresh,Giza,"back-end, computer science, design, development, django, entry level, flask, information technology (it), it, mongodb, myself, patron, patron development, postgresql, software development, web application"
Web Designer,fresh,Riyadh,"apt development, apt testing, design, development, engineering - telecom, entry level, is, it, react, restful axis, software development, technology, version control, web application, web development"
Web Designer,junior,Alexandria,".net, angular, business development, computer science, database, design, engineering - other, engineering - telecom, experienced, front-end, information technology (it), iss, it, javascript, other, programming language, sal, software development, technology, ve.net, web development"
Web Designer,junior,Cairo,".net, angular, art, asp.net, computer science, creative, design, development, engineering - telecom, entry level, experienced, git, html, information technology (it), iss, it, javascript, sal, software development, software engineering, technology, web development"
Web Designer,junior,Dakahlia,"angular, art, creative, design, engineering - telecom, experienced, html, i, information technology (it), iss, it, javascript, query, software development, technology"
Web Designer,junior,Giza,".net, advertising, angular, business development, computer science, design, development, engineering - telecom, experienced, html, information technology (it), iss, it, javascript, marketing, mongodb, or, patron, sal, software development, software engineering, technology, web development"
Web Designer,junior,Riyadh,"ajar, apt development, computer science, design, development, engineering - telecom, entry level, experienced, html, information technology (it), is, iss, it, javascript, react, restful axis, software development, technology, web application, web development"
Web Designer,junior,Sharjah,"agile, ai, axis, design, express, full stick developer, it, manager, node.is, react, software development"
Web Designer,manager,Cairo,"angular, automatic testing, computer science, engineering - telecom, information technology (it), international software testing qualification board, it, manager, mobile development, mobile pp, pp, quality, software development, software testing, technology, test case, test-driven development, testing, web development"
Web Designer,manager,Giza,".net, angular, arm, asp net, computer science, continuous integration, doctor container, engineering, entity framework, graphic design, information technology (it), it, manager, myself, progressive enhancement, rep, responsive web design, software, software development, software engineering"
Web Designer,manager,Sharjah,"agile, ai, aim, axis, design, express, full stick developer, influence marketing, it, manager, node.is, payment gateway, query optimization, react, software development, version control"
Web Designer,mid,Alexandria,"apt, business development, computer science, data security, database management system, developer, development, engineering, engineering - telecom, experienced, information technology (it), it, management system, problem solve, software development, software engineering, technology, travel, version control, web application, web development"
Web Designer,mid,Cairo,".net, angular, apt, computer science, design, engineering, engineering - telecom, experienced, git, html, information technology (it), iss, it, javascript, sal, software development, software engineering, technology, version control, web application, web development"
Web Designer,mid,Dakahlia,".net framework, agile, angular, asp.net, authentication protocol, azure cloud service, azure drop, azure drop server, business development, cloud service, computer science, control system, drop, experienced, git, html, information technology, iss, it, software development"
Web Designer,mid,Damietta,"computer science, custom web part, engineering - telecom, experienced, html, information technology, information technology (it), iss, it, microsoft 365, power i, sharepoint, sharepoint online, software development, technology, web part"
Web Designer,mid,Giza,".net, agile, angular, computer science, design, development, engineering, engineering - telecom, experienced, html, information technology (it), iss, it, javascript, mac, sal, software, software development, software engineering, technology, web development"
Web Designer,mid,Riyadh,"angular, computer science, continuous delivery, continuous integration, control system, dependency injection, designer, developer, django framework, experienced, git, html, information technology (it), integration testing, iss, it, javascript, patron, software development, testing"
Web Designer,mid,Sharqia,"apt, computer science, control system, engineering, experienced, full stick, html, information technology (it), iss, it, software development, version control"
Web Designer,senior,Cairo,"backed, database design, engineering - telecom, information technology (it), it, pp, program management, programming, project, senior management, software development, software engineering, technology, top, version control, web application"
Web3 Developer,fresh,Cairo,"computer science, engineering, engineering - telecom, entry level, html, information technology (it), iss, it, javascript, organizational skill, programming, rep, software, software development, software engineering, technology, time management, version control, web development, web service"
Web3 Developer,fresh,Giza,"angular, angular 6, angular 6+, case, computer engineering, computer science, engineering - telecom, entry level, front-end, git, html, information technology (it), iss, iss framework, it, javascript, software development, technology, testing, unit, unit testing"
Web3 Developer,manager,Giza,"all, angular, apex, cava, computer science, full stick, html, information technology (it), iss, it, javascript, javascript framework, manager, mongodb, organizational skill, patron, query, react, software development, web server"
Web3 Developer,mid,Alexandria,".net, angular, apt, business logic, c, component service, computer science, crystal report, database, database design, design, engineering - other, experienced, iss, it, javascript, other, programming language, sal, software development, ve.net"
